onset	duration	nwb_table	stimulus_type	stimulus_description	estim_current	estim_target_region	estim_target_depth	behavioral_epoch	is_running	is_valid
411.65569	0.0004000000000132786	trials	electrical	biphasic	40	SSp	superficial	awake	False	True
415.18871	0.0004000000000132786	trials	electrical	biphasic	20	SSp	superficial	awake	False	True
419.25034	0.0004000000000132786	trials	electrical	biphasic	40	SSp	superficial	awake	False	True
423.63263	0.0004000000000132786	trials	electrical	biphasic	60	SSp	superficial	awake	True	True
427.80224	0.00040000000007012204	trials	electrical	biphasic	60	SSp	superficial	awake	True	True
431.4931	0.0003999999999564352	trials	electrical	biphasic	60	SSp	superficial	awake	True	True
435.36245	0.0003999999999564352	trials	electrical	biphasic	60	SSp	superficial	awake	False	True
439.3236	0.0004000000000132786	trials	electrical	biphasic	20	SSp	superficial	awake	False	True
443.80567	0.0003999999999564352	trials	electrical	biphasic	20	SSp	superficial	awake	False	True
447.46249000000006	0.0003999999999564352	trials	electrical	biphasic	20	SSp	superficial	awake	False	True
451.81844	0.0004000000000132786	trials	electrical	biphasic	60	SSp	superficial	awake	False	True
455.96363	0.0003999999999564352	trials	electrical	biphasic	60	SSp	superficial	awake	False	True
459.84034	0.0003999999999564352	trials	electrical	biphasic	40	SSp	superficial	awake	False	True
463.53168	0.0004000000000132786	trials	electrical	biphasic	20	SSp	superficial	awake	False	True
467.46037	0.0004000000000132786	trials	electrical	biphasic	40	SSp	superficial	awake	False	True
471.44282	0.0004000000000132786	trials	electrical	biphasic	60	SSp	superficial	awake	False	True
475.06386	0.0004000000000132786	trials	electrical	biphasic	20	SSp	superficial	awake	False	True
479.15379	0.0004000000000132786	trials	electrical	biphasic	60	SSp	superficial	awake	False	True
482.88039	0.00040000000012696546	trials	electrical	biphasic	40	SSp	superficial	awake	False	True
486.76544	0.0004000000000132786	trials	electrical	biphasic	60	SSp	superficial	awake	False	True
490.84885	0.0003999999999564352	trials	electrical	biphasic	60	SSp	superficial	awake	False	True
494.60107	0.0004000000000132786	trials	electrical	biphasic	20	SSp	superficial	awake	False	True
498.39194	0.00040000000012696546	trials	electrical	biphasic	40	SSp	superficial	awake	False	True
502.50947	0.0003999999999564352	trials	electrical	biphasic	20	SSp	superficial	awake	False	True
506.27517	0.0004000000000132786	trials	electrical	biphasic	40	SSp	superficial	awake	False	True
510.59998	0.0003999999999564352	trials	electrical	biphasic	60	SSp	superficial	awake	False	True
515.08307	0.0004000000000132786	trials	electrical	biphasic	20	SSp	superficial	awake	False	True
