onset	duration	nwb_table	stimulus_type	stimulus_description	estim_current	estim_target_region	estim_target_depth	behavioral_epoch	is_running	is_valid
342.48195	0.0004000000000132786	trials	electrical	biphasic	30	SSp	deep	awake	True	True
346.35129	0.0004000000000132786	trials	electrical	biphasic	30	SSp	deep	awake	False	True
350.31243	0.0004000000000132786	trials	electrical	biphasic	50	SSp	deep	awake	True	True
354.79449	0.0004000000000132786	trials	electrical	biphasic	70	SSp	deep	awake	True	True
358.4513100000001	0.0003999999998995918	trials	electrical	biphasic	70	SSp	deep	awake	True	True
362.80725	0.0004000000000132786	trials	electrical	biphasic	50	SSp	deep	awake	False	True
366.95243	0.0004000000000132786	trials	electrical	biphasic	70	SSp	deep	awake	True	True
370.82913	0.0003999999999564352	trials	electrical	biphasic	30	SSp	deep	awake	True	True
374.52046	0.0004000000000132786	trials	electrical	biphasic	70	SSp	deep	awake	True	True
378.44914	0.0004000000000132786	trials	electrical	biphasic	30	SSp	deep	awake	False	True
382.43158	0.0004000000000132786	trials	electrical	biphasic	30	SSp	deep	awake	False	True
386.05262	0.0004000000000132786	trials	electrical	biphasic	70	SSp	deep	awake	True	True
390.14254	0.0004000000000132786	trials	electrical	biphasic	70	SSp	deep	awake	True	True
393.86913	0.0004000000000132786	trials	electrical	biphasic	50	SSp	deep	awake	True	True
397.75417	0.0004000000000132786	trials	electrical	biphasic	30	SSp	deep	awake	True	True
401.83757	0.0003999999999564352	trials	electrical	biphasic	50	SSp	deep	awake	True	True
405.58979	0.0004000000000132786	trials	electrical	biphasic	70	SSp	deep	awake	True	True
409.38065	0.0004000000000132786	trials	electrical	biphasic	30	SSp	deep	awake	True	True
413.49817	0.0003999999999564352	trials	electrical	biphasic	70	SSp	deep	awake	True	True
417.26387	0.0004000000000132786	trials	electrical	biphasic	50	SSp	deep	awake	False	True
421.58867	0.0004000000000132786	trials	electrical	biphasic	70	SSp	deep	awake	False	True
426.07175	0.0004000000000132786	trials	electrical	biphasic	70	SSp	deep	awake	False	True
430.30241	0.0004000000000132786	trials	electrical	biphasic	30	SSp	deep	awake	False	True
434.14671	0.0004000000000132786	trials	electrical	biphasic	50	SSp	deep	awake	False	True
438.23119	0.0003999999999564352	trials	electrical	biphasic	30	SSp	deep	awake	False	True
