onset	duration	nwb_table	stimulus_type	stimulus_description	estim_current	estim_target_region	estim_target_depth	behavioral_epoch	is_running	is_valid
375.08634	0.0004000000000132786	trials	electrical	biphasic	40	MOs	deep	awake	False	True
378.61936	0.0004000000000132786	trials	electrical	biphasic	15	MOs	deep	awake	False	True
382.68098	0.0004000000000132786	trials	electrical	biphasic	40	MOs	deep	awake	False	True
387.06326	0.0004000000000132786	trials	electrical	biphasic	60	MOs	deep	awake	False	True
391.23287	0.0004000000000132786	trials	electrical	biphasic	60	MOs	deep	awake	False	True
394.92373	0.0004000000000132786	trials	electrical	biphasic	60	MOs	deep	awake	False	True
398.79307	0.0004000000000132786	trials	electrical	biphasic	60	MOs	deep	awake	False	True
402.75421	0.0004000000000132786	trials	electrical	biphasic	15	MOs	deep	awake	False	True
407.23628	0.0003999999999564352	trials	electrical	biphasic	15	MOs	deep	awake	False	True
410.8931	0.0004000000000132786	trials	electrical	biphasic	15	MOs	deep	awake	False	True
415.24904	0.0004000000000132786	trials	electrical	biphasic	60	MOs	deep	awake	False	True
419.39422	0.0003999999999564352	trials	electrical	biphasic	60	MOs	deep	awake	False	True
423.2709200000001	0.0003999999998995918	trials	electrical	biphasic	40	MOs	deep	awake	False	True
426.96226	0.0004000000000132786	trials	electrical	biphasic	15	MOs	deep	awake	False	True
430.89094000000006	0.0003999999999564352	trials	electrical	biphasic	40	MOs	deep	awake	False	True
434.87339	0.0004000000000132786	trials	electrical	biphasic	60	MOs	deep	awake	False	True
438.49443	0.0003999999999564352	trials	electrical	biphasic	15	MOs	deep	awake	False	True
442.58435	0.0004000000000132786	trials	electrical	biphasic	60	MOs	deep	awake	False	True
446.31095	0.0004000000000132786	trials	electrical	biphasic	40	MOs	deep	awake	False	True
450.19599000000005	0.0004000000000132786	trials	electrical	biphasic	60	MOs	deep	awake	False	True
454.27939	0.00040000000012696546	trials	electrical	biphasic	60	MOs	deep	awake	False	True
458.03161	0.0004000000000132786	trials	electrical	biphasic	15	MOs	deep	awake	True	True
461.82247	0.0004000000000132786	trials	electrical	biphasic	40	MOs	deep	awake	True	True
465.93999	0.0003999999999564352	trials	electrical	biphasic	15	MOs	deep	awake	True	True
469.70569000000006	0.0003999999999564352	trials	electrical	biphasic	40	MOs	deep	awake	True	True
474.03049	0.00040000000007012204	trials	electrical	biphasic	60	MOs	deep	awake	True	True
478.51358	0.0004000000000132786	trials	electrical	biphasic	15	MOs	deep	awake	True	True
482.7442400000001	0.0003999999999564352	trials	electrical	biphasic	40	MOs	deep	awake	True	True
486.58854	0.0003999999999564352	trials	electrical	biphasic	60	MOs	deep	awake	True	True
490.67302	0.0004000000000132786	trials	electrical	biphasic	40	MOs	deep	awake	False	True
494.2812	0.0004000000000132786	trials	electrical	biphasic	60	MOs	deep	awake	False	True
498.68792	0.0003999999999564352	trials	electrical	biphasic	15	MOs	deep	awake	False	True
503.06801	0.0003999999999564352	trials	electrical	biphasic	15	MOs	deep	awake	False	True
507.38619000000006	0.0003999999999564352	trials	electrical	biphasic	60	MOs	deep	awake	False	True
511.14733	0.0004000000000132786	trials	electrical	biphasic	60	MOs	deep	awake	False	True
515.2421099999998	0.0004000000000132786	trials	electrical	biphasic	40	MOs	deep	awake	False	True
518.76505	0.0004000000000132786	trials	electrical	biphasic	60	MOs	deep	awake	False	True
522.69073	0.00039999999978590495	trials	electrical	biphasic	40	MOs	deep	awake	False	True
526.50387	0.0004000000000132786	trials	electrical	biphasic	40	MOs	deep	awake	False	True
530.1657700000002	0.00039999999978590495	trials	electrical	biphasic	40	MOs	deep	awake	False	True
533.84495	0.0004000000000132786	trials	electrical	biphasic	15	MOs	deep	awake	False	True
537.76825	0.0004000000000132786	trials	electrical	biphasic	40	MOs	deep	awake	False	True
541.36288	0.0004000000000132786	trials	electrical	biphasic	15	MOs	deep	awake	False	True
545.46183	0.0004000000000132786	trials	electrical	biphasic	60	MOs	deep	awake	False	True
549.43317	0.0004000000000132786	trials	electrical	biphasic	15	MOs	deep	awake	False	True
553.6295299999998	0.00040000000012696546	trials	electrical	biphasic	40	MOs	deep	awake	False	True
557.82983	0.0004000000000132786	trials	electrical	biphasic	60	MOs	deep	awake	False	True
561.96879	0.0004000000000132786	trials	electrical	biphasic	40	MOs	deep	awake	False	True
565.50281	0.0004000000000132786	trials	electrical	biphasic	60	MOs	deep	awake	False	True
569.0720299999998	0.0004000000000132786	trials	electrical	biphasic	15	MOs	deep	awake	False	True
572.89205	0.0004000000000132786	trials	electrical	biphasic	15	MOs	deep	awake	False	True
576.92333	0.0004000000000132786	trials	electrical	biphasic	40	MOs	deep	awake	False	True
581.0781900000002	0.0004000000000132786	trials	electrical	biphasic	40	MOs	deep	awake	False	True
584.98623	0.0004000000000132786	trials	electrical	biphasic	15	MOs	deep	awake	False	True
589.3066299999998	0.0004000000000132786	trials	electrical	biphasic	60	MOs	deep	awake	False	True
593.52541	0.0004000000000132786	trials	electrical	biphasic	15	MOs	deep	awake	False	True
597.99447	0.0004000000000132786	trials	electrical	biphasic	15	MOs	deep	awake	False	True
602.0262299999998	0.00040000000012696546	trials	electrical	biphasic	15	MOs	deep	awake	False	True
605.85179	0.00040000000012696546	trials	electrical	biphasic	15	MOs	deep	awake	False	True
609.45783	0.0004000000000132786	trials	electrical	biphasic	15	MOs	deep	awake	False	True
613.56921	0.0004000000000132786	trials	electrical	biphasic	60	MOs	deep	awake	False	True
617.84843	0.0004000000000132786	trials	electrical	biphasic	60	MOs	deep	awake	False	True
621.77231	0.0004000000000132786	trials	electrical	biphasic	40	MOs	deep	awake	False	True
625.36355	0.0004000000000132786	trials	electrical	biphasic	40	MOs	deep	awake	False	True
629.13045	0.0004000000000132786	trials	electrical	biphasic	60	MOs	deep	awake	False	True
632.78453	0.0004000000000132786	trials	electrical	biphasic	15	MOs	deep	awake	False	True
636.5659400000002	0.0004099999998743442	trials	electrical	biphasic	60	MOs	deep	awake	False	True
640.50644	0.0004000000000132786	trials	electrical	biphasic	60	MOs	deep	awake	False	True
644.534	0.0004000000000132786	trials	electrical	biphasic	40	MOs	deep	awake	False	True
648.49184	0.0004000000000132786	trials	electrical	biphasic	60	MOs	deep	awake	False	True
652.86765	0.0004000000000132786	trials	electrical	biphasic	40	MOs	deep	awake	False	True
656.88613	0.0004000000000132786	trials	electrical	biphasic	40	MOs	deep	awake	False	True
661.3301700000002	0.00039999999978590495	trials	electrical	biphasic	40	MOs	deep	awake	False	True
665.46829	0.0004000000000132786	trials	electrical	biphasic	15	MOs	deep	awake	False	True
669.9264099999998	0.0004000000000132786	trials	electrical	biphasic	40	MOs	deep	awake	False	True
673.6675299999998	0.00040000000012696546	trials	electrical	biphasic	40	MOs	deep	awake	False	True
677.84407	0.0004000000000132786	trials	electrical	biphasic	15	MOs	deep	awake	False	True
681.63355	0.0004000000000132786	trials	electrical	biphasic	60	MOs	deep	awake	False	True
685.80577	0.00040000000012696546	trials	electrical	biphasic	60	MOs	deep	awake	False	True
690.0013299999998	0.00040000000012696546	trials	electrical	biphasic	40	MOs	deep	awake	False	True
693.56975	0.0004000000000132786	trials	electrical	biphasic	40	MOs	deep	awake	False	True
697.3249599999998	0.0004000000000132786	trials	electrical	biphasic	15	MOs	deep	awake	False	True
701.04942	0.00040000000012696546	trials	electrical	biphasic	40	MOs	deep	awake	False	True
705.21768	0.0004000000000132786	trials	electrical	biphasic	40	MOs	deep	awake	False	True
709.5625	0.0004000000000132786	trials	electrical	biphasic	15	MOs	deep	awake	False	True
