onset	duration	nwb_table	stimulus_type	stimulus_description	estim_current	estim_target_region	estim_target_depth	behavioral_epoch	is_running	is_valid
313.21234	0.0004000000000132786	trials	electrical	biphasic	30	MOs	deep	awake	False	True
317.12436	0.00040000000007012204	trials	electrical	biphasic	10	MOs	deep	awake	False	True
321.22743	0.0003999999999564352	trials	electrical	biphasic	10	MOs	deep	awake	False	True
325.47838	0.0003999999999564352	trials	electrical	biphasic	50	MOs	deep	awake	False	True
329.56234	0.0004000000000132786	trials	electrical	biphasic	50	MOs	deep	awake	False	True
333.61457	0.0004000000000132786	trials	electrical	biphasic	50	MOs	deep	awake	False	True
337.69858	0.0004000000000132786	trials	electrical	biphasic	30	MOs	deep	awake	False	True
341.71082	0.0004000000000132786	trials	electrical	biphasic	50	MOs	deep	awake	False	True
345.29385	0.0003999999999564352	trials	electrical	biphasic	50	MOs	deep	awake	False	True
349.51386	0.00040000000007012204	trials	electrical	biphasic	30	MOs	deep	awake	False	True
354.01045	0.0004000000000132786	trials	electrical	biphasic	30	MOs	deep	awake	False	True
357.86541	0.0004000000000132786	trials	electrical	biphasic	50	MOs	deep	awake	False	True
362.3371	0.0003999999999564352	trials	electrical	biphasic	50	MOs	deep	awake	True	True
366.18397	0.0004000000000132786	trials	electrical	biphasic	10	MOs	deep	awake	True	True
370.57094	0.0004000000000132786	trials	electrical	biphasic	10	MOs	deep	awake	True	True
374.52606	0.0004000000000132786	trials	electrical	biphasic	10	MOs	deep	awake	True	True
378.43991	0.0004000000000132786	trials	electrical	biphasic	10	MOs	deep	awake	True	True
382.15807	0.0004000000000132786	trials	electrical	biphasic	10	MOs	deep	awake	True	True
385.78416	0.0004000000000132786	trials	electrical	biphasic	30	MOs	deep	awake	True	True
389.5935	0.0004000000000132786	trials	electrical	biphasic	50	MOs	deep	awake	True	True
393.82003	0.0004000000000132786	trials	electrical	biphasic	10	MOs	deep	awake	False	True
398.10334	0.0004000000000132786	trials	electrical	biphasic	10	MOs	deep	awake	False	True
402.29755	0.0004000000000132786	trials	electrical	biphasic	50	MOs	deep	awake	False	True
405.80777	0.0004000000000132786	trials	electrical	biphasic	50	MOs	deep	awake	True	True
410.15142	0.0004000000000132786	trials	electrical	biphasic	10	MOs	deep	awake	True	True
414.57419	0.0004000000000132786	trials	electrical	biphasic	10	MOs	deep	awake	True	True
418.84558	0.0004000000000132786	trials	electrical	biphasic	30	MOs	deep	awake	True	True
422.38866	0.0003999999999564352	trials	electrical	biphasic	30	MOs	deep	awake	True	True
426.26727	0.0004000000000132786	trials	electrical	biphasic	10	MOs	deep	awake	True	True
430.47203	0.0003999999999564352	trials	electrical	biphasic	10	MOs	deep	awake	True	True
434.70198	0.0004000000000132786	trials	electrical	biphasic	10	MOs	deep	awake	False	True
438.42669000000006	0.0003999999999564352	trials	electrical	biphasic	50	MOs	deep	awake	False	True
442.19617	0.0004000000000132786	trials	electrical	biphasic	50	MOs	deep	awake	False	True
446.36964000000006	0.0003999999999564352	trials	electrical	biphasic	10	MOs	deep	awake	True	True
450.34756	0.0004000000000132786	trials	electrical	biphasic	10	MOs	deep	awake	True	True
454.47171	0.0004000000000132786	trials	electrical	biphasic	10	MOs	deep	awake	True	True
458.20858	0.0004000000000132786	trials	electrical	biphasic	30	MOs	deep	awake	True	True
461.88612	0.0004000000000132786	trials	electrical	biphasic	10	MOs	deep	awake	True	True
466.21619	0.00040000000007012204	trials	electrical	biphasic	30	MOs	deep	awake	True	True
470.48354000000006	0.0003999999999564352	trials	electrical	biphasic	30	MOs	deep	awake	False	True
474.91845	0.0004000000000132786	trials	electrical	biphasic	10	MOs	deep	awake	False	True
478.52675	0.0004000000000132786	trials	electrical	biphasic	10	MOs	deep	awake	False	True
482.2094	0.0003999999999564352	trials	electrical	biphasic	10	MOs	deep	awake	False	True
