onset	duration	nwb_table	stimulus_type	stimulus_description	estim_current	estim_target_region	estim_target_depth	behavioral_epoch	is_running	is_valid
318.59661	0.0004000000000132786	trials	electrical	biphasic	30	SSp	superficial	awake	True	True
322.46595	0.0003999999999564352	trials	electrical	biphasic	30	SSp	superficial	awake	True	True
326.42709	0.0003999999999564352	trials	electrical	biphasic	50	SSp	superficial	awake	True	True
330.90916	0.0004000000000132786	trials	electrical	biphasic	70	SSp	superficial	awake	True	True
334.56598	0.0003999999999564352	trials	electrical	biphasic	70	SSp	superficial	awake	True	True
338.92193	0.0004000000000132786	trials	electrical	biphasic	50	SSp	superficial	awake	True	True
343.06711	0.0004000000000132786	trials	electrical	biphasic	70	SSp	superficial	awake	True	True
346.94381	0.0004000000000132786	trials	electrical	biphasic	30	SSp	superficial	awake	True	True
350.63515	0.0004000000000132786	trials	electrical	biphasic	70	SSp	superficial	awake	True	True
354.56383	0.0004000000000132786	trials	electrical	biphasic	30	SSp	superficial	awake	True	True
358.54628	0.0003999999999564352	trials	electrical	biphasic	30	SSp	superficial	awake	True	True
362.16732	0.0003999999999564352	trials	electrical	biphasic	70	SSp	superficial	awake	True	True
366.25724	0.0003999999999564352	trials	electrical	biphasic	70	SSp	superficial	awake	True	True
369.98384	0.0004000000000132786	trials	electrical	biphasic	50	SSp	superficial	awake	True	True
373.86888	0.0004000000000132786	trials	electrical	biphasic	30	SSp	superficial	awake	True	True
377.95229	0.0004000000000132786	trials	electrical	biphasic	50	SSp	superficial	awake	True	True
381.70451	0.0003999999999564352	trials	electrical	biphasic	70	SSp	superficial	awake	True	True
385.49537	0.0004000000000132786	trials	electrical	biphasic	30	SSp	superficial	awake	True	True
389.61289	0.0004000000000132786	trials	electrical	biphasic	70	SSp	superficial	awake	True	True
393.37859	0.0004000000000132786	trials	electrical	biphasic	50	SSp	superficial	awake	True	True
397.7034	0.0004000000000132786	trials	electrical	biphasic	70	SSp	superficial	awake	True	True
402.18648	0.0003999999999564352	trials	electrical	biphasic	70	SSp	superficial	awake	True	True
406.41714	0.0003999999999564352	trials	electrical	biphasic	30	SSp	superficial	awake	True	True
410.26145	0.0003999999999564352	trials	electrical	biphasic	50	SSp	superficial	awake	True	True
414.34593	0.0004000000000132786	trials	electrical	biphasic	30	SSp	superficial	awake	True	True
417.95411	0.0004000000000132786	trials	electrical	biphasic	50	SSp	superficial	awake	True	True
422.36083	0.0003999999999564352	trials	electrical	biphasic	70	SSp	superficial	awake	True	True
426.74092	0.0003999999999564352	trials	electrical	biphasic	30	SSp	superficial	awake	True	True
431.0591	0.0004000000000132786	trials	electrical	biphasic	50	SSp	superficial	awake	True	True
434.82024	0.0004000000000132786	trials	electrical	biphasic	50	SSp	superficial	awake	True	True
438.91502	0.0003999999999564352	trials	electrical	biphasic	50	SSp	superficial	awake	True	True
442.43796	0.0004000000000132786	trials	electrical	biphasic	70	SSp	superficial	awake	True	True
446.36364	0.00040000000012696546	trials	electrical	biphasic	30	SSp	superficial	awake	True	True
450.17679	0.00040000000007012204	trials	electrical	biphasic	30	SSp	superficial	awake	True	True
453.83869	0.00040000000007012204	trials	electrical	biphasic	70	SSp	superficial	awake	True	True
457.51787	0.0003999999999564352	trials	electrical	biphasic	70	SSp	superficial	awake	True	True
461.44117	0.0004000000000132786	trials	electrical	biphasic	30	SSp	superficial	awake	True	True
465.03581	0.0003999999999564352	trials	electrical	biphasic	70	SSp	superficial	awake	True	True
469.13475	0.0004000000000132786	trials	electrical	biphasic	50	SSp	superficial	awake	True	True
473.1060900000001	0.0003999999999564352	trials	electrical	biphasic	50	SSp	superficial	awake	True	True
477.30245	0.0003999999999564352	trials	electrical	biphasic	50	SSp	superficial	awake	True	True
481.50276	0.0003999999999564352	trials	electrical	biphasic	30	SSp	superficial	awake	True	True
485.64172	0.0003999999999564352	trials	electrical	biphasic	50	SSp	superficial	awake	True	True
489.17574	0.0003999999999564352	trials	electrical	biphasic	70	SSp	superficial	awake	True	True
492.74496	0.0004000000000132786	trials	electrical	biphasic	30	SSp	superficial	awake	True	True
496.56498	0.0004000000000132786	trials	electrical	biphasic	50	SSp	superficial	awake	True	True
500.59626	0.0004000000000132786	trials	electrical	biphasic	70	SSp	superficial	awake	True	True
504.75112	0.0004000000000132786	trials	electrical	biphasic	50	SSp	superficial	awake	True	True
508.65916	0.0004000000000132786	trials	electrical	biphasic	70	SSp	superficial	awake	True	True
512.97957	0.0004000000000132786	trials	electrical	biphasic	30	SSp	superficial	awake	True	True
517.19835	0.0004000000000132786	trials	electrical	biphasic	30	SSp	superficial	awake	True	True
521.66741	0.00039999999978590495	trials	electrical	biphasic	50	SSp	superficial	awake	True	True
525.69917	0.0004000000000132786	trials	electrical	biphasic	50	SSp	superficial	awake	True	True
529.52473	0.0004000000000132786	trials	electrical	biphasic	30	SSp	superficial	awake	True	True
533.13077	0.0004000000000132786	trials	electrical	biphasic	70	SSp	superficial	awake	True	True
537.24216	0.00039999999978590495	trials	electrical	biphasic	30	SSp	superficial	awake	False	True
541.52138	0.0004000000000132786	trials	electrical	biphasic	30	SSp	superficial	awake	True	True
545.44526	0.0004000000000132786	trials	electrical	biphasic	30	SSp	superficial	awake	True	True
549.0365	0.0003999999998995918	trials	electrical	biphasic	30	SSp	superficial	awake	True	True
552.8034	0.0004000000000132786	trials	electrical	biphasic	30	SSp	superficial	awake	True	True
556.45748	0.00039999999978590495	trials	electrical	biphasic	70	SSp	superficial	awake	True	True
560.2389	0.0004000000000132786	trials	electrical	biphasic	70	SSp	superficial	awake	True	True
564.1794	0.0004000000000132786	trials	electrical	biphasic	50	SSp	superficial	awake	True	True
568.20696	0.0004000000000132786	trials	electrical	biphasic	50	SSp	superficial	awake	True	True
572.1648	0.0004000000000132786	trials	electrical	biphasic	70	SSp	superficial	awake	True	True
576.54061	0.00039999999978590495	trials	electrical	biphasic	30	SSp	superficial	awake	True	True
580.5590900000002	0.00039999999978590495	trials	electrical	biphasic	70	SSp	superficial	awake	True	True
585.0031299999998	0.00040000000012696546	trials	electrical	biphasic	70	SSp	superficial	awake	True	True
589.14125	0.0004000000000132786	trials	electrical	biphasic	50	SSp	superficial	awake	True	True
